paper_id,pool,cell_type,subtype,species,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,old_decision,old_reason,old_citation_verified,task_no,citation_match_score,citation_verified,markdown_sha256_match,gate1_status
DOI_10.1126_science.abo0510,A_exclude,Immature B cells,,human,VPREB3,VPREB3,exact,figure_labeled,positive,fig. S25 legend,"Marker gene expression patterns overlaid onto the same UMAP plot. Immature B cells were characterized by higher expression of CD19, CD24, and VPREB3.",exclude,非任务目标细胞（Enteroendocrine cell），属于未成熟B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Mature B cells,,human,MS4A1,MS4A1,exact,figure_labeled,positive,fig. S25 legend,"Mature B, cycling B, plasma B, and putative B1 cells expressed MS4A1 except plasma B",exclude,非任务目标细胞（Enteroendocrine cell），属于成熟B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Cycling B cells,,human,MS4A1,MS4A1,exact,figure_labeled,positive,fig. S25 legend,"Mature B, cycling B, plasma B, and putative B1 cells expressed MS4A1 except plasma B",exclude,非任务目标细胞（Enteroendocrine cell），属于循环B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Cycling B cells,,human,MKI67,MKI67,exact,author_declared,positive,fig. S25 legend,Cycling B cells were additionally marked with MKI67.,exclude,非任务目标细胞（Enteroendocrine cell），属于循环B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,,human,MS4A1,MS4A1,exact,figure_labeled,negative,fig. S25 legend,"plasma B (MS4A1lo and expressing CD38, SDC1, and JCHAIN)",exclude,非任务目标细胞（Enteroendocrine cell），属于浆B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,,human,CD38,CD38,exact,figure_labeled,positive,fig. S25 legend,"plasma B (MS4A1lo and expressing CD38, SDC1, and JCHAIN)",exclude,非任务目标细胞（Enteroendocrine cell），属于浆B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,,human,SDC1,SDC1,exact,figure_labeled,positive,fig. S25 legend,"plasma B (MS4A1lo and expressing CD38, SDC1, and JCHAIN)",exclude,非任务目标细胞（Enteroendocrine cell），属于浆B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,,human,JCHAIN,JCHAIN,exact,figure_labeled,positive,fig. S25 legend,"plasma B (MS4A1lo and expressing CD38, SDC1, and JCHAIN)",exclude,非任务目标细胞（Enteroendocrine cell），属于浆B细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Putative B1 cells,,human,MS4A1,MS4A1,exact,figure_labeled,positive,fig. S25 legend,"Mature B, cycling B, plasma B, and putative B1 cells expressed MS4A1 except plasma B",exclude,非任务目标细胞（Enteroendocrine cell），属于推定B1细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Proliferating macrophages,,human,MKI67,MKI67,exact,figure_labeled,positive,fig. S11 legend,proliferating (MKI67+TOP2A+) macrophages identified in myeloid clustering,exclude,非任务目标细胞（Enteroendocrine cell），属于增殖巨噬细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,Proliferating macrophages,,human,TOP2A,TOP2A,exact,figure_labeled,positive,fig. S11 legend,proliferating (MKI67+TOP2A+) macrophages identified in myeloid clustering,exclude,非任务目标细胞（Enteroendocrine cell），属于增殖巨噬细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,CD4+ effector T cells,,human,SELL,SELL,exact,author_declared,positive,fig. S17D legend,"adult CD4+ effector T cells ... show increased expression of naive markers (SELL, CCR7) and CD4+T effector markers (KLRB1)",exclude,非任务目标细胞（Enteroendocrine cell），属于CD4+效应T细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,CD4+ effector T cells,,human,CCR7,CCR7,exact,author_declared,positive,fig. S17D legend,"adult CD4+ effector T cells ... show increased expression of naive markers (SELL, CCR7) and CD4+T effector markers (KLRB1)",exclude,非任务目标细胞（Enteroendocrine cell），属于CD4+效应T细胞。,True,35,1.0,True,True,pass
DOI_10.1126_science.abo0510,A_exclude,CD4+ effector T cells,,human,KLRB1,KLRB1,exact,author_declared,positive,fig. S17D legend,"adult CD4+ effector T cells ... show increased expression of naive markers (SELL, CCR7) and CD4+T effector markers (KLRB1)",exclude,非任务目标细胞（Enteroendocrine cell），属于CD4+效应T细胞。,True,35,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,immune cells,,human,CD45,PTPRC,alias_resolved,annotation_marker,positive,Results p.4,IHC showed that CD45+ immune cells were present in human fetal lungs throughout early development,exclude,免疫细胞非任务目标 L4:Pulmonary neuroendocrine cell，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,T cells,CD4+,human,CD4,CD4,exact,annotation_marker,positive,Results p.5,"CD4+, CD8+ and regulatory T cells with age",exclude,CD4+ T 细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,,human,PTCRA,PTCRA,exact,annotation_marker,positive,Results p.7-8,a very small cluster of T progenitors (PTCRA+RAG1+RAG2+; Fig S6D),exclude,T 祖细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,,human,RAG1,RAG1,exact,annotation_marker,positive,Results p.7-8,a very small cluster of T progenitors (PTCRA+RAG1+RAG2+; Fig S6D),exclude,T 祖细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,,human,RAG2,RAG2,exact,annotation_marker,positive,Results p.7-8,a very small cluster of T progenitors (PTCRA+RAG1+RAG2+; Fig S6D),exclude,T 祖细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,ILCPs,,human,HPN,HPN,exact,author_declared,positive,Results p.8,A cluster of ILCPs was identified by expression of marker genes (HPN and SCN1B (28); Fig S6E),exclude,ILCP 非任务目标细胞；HPN 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,ILCPs,,human,SCN1B,SCN1B,exact,author_declared,positive,Results p.8,A cluster of ILCPs was identified by expression of marker genes (HPN and SCN1B (28); Fig S6E),exclude,ILCP 非任务目标细胞；SCN1B 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,LMPP/ELP,,human,CD34,CD34,exact,annotation_marker,positive,Results p.6,LMPP/ELP (CD34+EBF1-),exclude,LMPP/ELP 非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,LMPP/ELP,,human,EBF1,EBF1,exact,annotation_marker,negative,Results p.6,LMPP/ELP (CD34+EBF1-),exclude,LMPP/ELP 非任务目标细胞；EBF1- 用于定义该群，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pre-pro-B,human,EBF1,EBF1,exact,annotation_marker,positive,Results p.6,pre-pro-B (EBF1+SPINK2+VPREB1+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pre-pro-B,human,SPINK2,SPINK2,exact,annotation_marker,positive,Results p.6,pre-pro-B (EBF1+SPINK2+VPREB1+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pre-pro-B,human,VPREB1,VPREB1,exact,annotation_marker,positive,Results p.6,pre-pro-B (EBF1+SPINK2+VPREB1+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pre-pro-B,human,IL7R,IL7R,exact,author_declared,positive,Results p.6,observed the acquisition of B cell markers such as IL7R at the pre-pro-B cell stage,exclude,B 细胞发育阶段非任务目标细胞；IL7R 虽为作者声明 B 细胞 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pro-B,human,DNTT,DNTT,exact,annotation_marker,positive,Results p.6,pro-B (DNTT+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pro-B,human,VPREB1,VPREB1,exact,annotation_marker,positive,Results p.6-7,RNAscope showed VPREB1+DNTT+ cells representing pro-B cell stages,exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,late pro-B,human,NEIL1,NEIL1,exact,annotation_marker,positive,Results p.6,NEIL1+MKI67- late pro-B cells,exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,late pro-B,human,MKI67,MKI67,exact,annotation_marker,negative,Results p.6,NEIL1+MKI67- late pro-B cells,exclude,B 细胞发育阶段非任务目标细胞；MKI67- 用于定义该群，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pro-B/pre-B transition,human,RAG1,RAG1,exact,annotation_marker,positive,Results p.6,RAG1+MS4A1+ pro-B/pre-B transition cells,exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,pro-B/pre-B transition,human,MS4A1,MS4A1,exact,annotation_marker,positive,Results p.6,RAG1+MS4A1+ pro-B/pre-B transition cells,exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,large pre-B,human,IL7R,IL7R,exact,annotation_marker,positive,Results p.6,large pre-B (IL7R+MS4A1+MKI67+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,large pre-B,human,MS4A1,MS4A1,exact,annotation_marker,positive,Results p.6,large pre-B (IL7R+MS4A1+MKI67+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,large pre-B,human,MKI67,MKI67,exact,annotation_marker,positive,Results p.6,large pre-B (IL7R+MS4A1+MKI67+),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,small pre-B,human,IL7R,IL7R,exact,annotation_marker,positive,Results p.6,small pre-B (IL7R+SPIB+MKI67-),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,small pre-B,human,SPIB,SPIB,exact,annotation_marker,positive,Results p.6,small pre-B (IL7R+SPIB+MKI67-),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,small pre-B,human,MKI67,MKI67,exact,annotation_marker,negative,Results p.6,small pre-B (IL7R+SPIB+MKI67-),exclude,B 细胞发育阶段非任务目标细胞；MKI67- 用于定义该群，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,small pre-B,human,BEST3,BEST3,exact,annotation_marker,positive,Results p.6-7,RNAscope showed ... RAG1+BEST3+ small pre-B cells,exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,"small pre-B, Ig kappa+",human,IGKC,IGKC,exact,annotation_marker,positive,Results p.6,"small pre-B cell clusters, expressing either immunoglobulin kappa (IGKC+) or lambda (IGLC2+IGLC3+) light chain genes",exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,"small pre-B, Ig lambda+",human,IGLC2,IGLC2,exact,annotation_marker,positive,Results p.6,"small pre-B cell clusters, expressing either immunoglobulin kappa (IGKC+) or lambda (IGLC2+IGLC3+) light chain genes",exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,"small pre-B, Ig lambda+",human,IGLC3,IGLC3,exact,annotation_marker,positive,Results p.6,"small pre-B cell clusters, expressing either immunoglobulin kappa (IGKC+) or lambda (IGLC2+IGLC3+) light chain genes",exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,late pre-B,human,MS4A1,MS4A1,exact,annotation_marker,positive,Results p.6,"MS4A1+ late pre-B cells that expressed the marker for surrogate light chain, IGLL1",exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,late pre-B,human,IGLL1,IGLL1,exact,annotation_marker,positive,Results p.6,"MS4A1+ late pre-B cells that expressed the marker for surrogate light chain, IGLL1",exclude,B 细胞发育阶段非任务目标细胞；IGLL1 虽为作者所称 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,immature B,human,MS4A1,MS4A1,exact,annotation_marker,positive,Results p.6,immature B (MS4A1+IGHDloIGHMhiVPREB3hi),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,immature B,human,IGHD,IGHD,exact,annotation_marker,negative,Results p.6,immature B (MS4A1+IGHDloIGHMhiVPREB3hi),exclude,B 细胞发育阶段非任务目标细胞；IGHDlo 为低/阴性定义，范围不符。,False,13,0.0,False,True,fail_citation
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,immature B,human,IGHM,IGHM,exact,annotation_marker,positive,Results p.6,immature B (MS4A1+IGHDloIGHMhiVPREB3hi),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,immature B,human,VPREB3,VPREB3,exact,annotation_marker,positive,Results p.6,immature B (MS4A1+IGHDloIGHMhiVPREB3hi),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,False,13,0.0,False,True,fail_citation
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,mature B,human,MS4A1,MS4A1,exact,annotation_marker,positive,Results p.6,mature B (MS4A1+IGHDhiIGHMhiVPREB3lo),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,mature B,human,IGHD,IGHD,exact,annotation_marker,positive,Results p.6,mature B (MS4A1+IGHDhiIGHMhiVPREB3lo),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,False,13,0.0,False,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,mature B,human,IGHM,IGHM,exact,annotation_marker,positive,Results p.6,mature B (MS4A1+IGHDhiIGHMhiVPREB3lo),exclude,B 细胞发育阶段非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,mature B,human,VPREB3,VPREB3,exact,annotation_marker,negative,Results p.6,mature B (MS4A1+IGHDhiIGHMhiVPREB3lo),exclude,B 细胞发育阶段非任务目标细胞；VPREB3lo 为低/阴性定义，范围不符。,False,13,0.0,False,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,CD5+ mature B,human,CD5,CD5,exact,annotation_marker,positive,Results p.6,CD5- versus CD5+ mature B cells,exclude,B 细胞亚群非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,CD5- mature B,human,CD5,CD5,exact,annotation_marker,negative,Results p.6,CD5- versus CD5+ mature B cells,exclude,B 细胞亚群非任务目标细胞；CD5- 用于区分该群，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,,human,CD5,CD5,exact,author_declared,positive,Results p.7,"The final stage of mature CD5+ cells was marked by CD5, CD27, SPN (CD43), CCR10 and CCL22 (Fig 3C), representative of putative human B-1-like cells",exclude,B-1-like 细胞非任务目标细胞；CD5 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,,human,CD27,CD27,exact,author_declared,positive,Results p.7,"The final stage of mature CD5+ cells was marked by CD5, CD27, SPN (CD43), CCR10 and CCL22 (Fig 3C), representative of putative human B-1-like cells",exclude,B-1-like 细胞非任务目标细胞；CD27 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,,human,SPN,SPN,exact,author_declared,positive,Results p.7,"The final stage of mature CD5+ cells was marked by CD5, CD27, SPN (CD43), CCR10 and CCL22 (Fig 3C), representative of putative human B-1-like cells",exclude,B-1-like 细胞非任务目标细胞；SPN 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,,human,CCR10,CCR10,exact,author_declared,positive,Results p.7,"The final stage of mature CD5+ cells was marked by CD5, CD27, SPN (CD43), CCR10 and CCL22 (Fig 3C), representative of putative human B-1-like cells",exclude,B-1-like 细胞非任务目标细胞；CCR10 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,,human,CCL22,CCL22,exact,author_declared,positive,Results p.7,"The final stage of mature CD5+ cells was marked by CD5, CD27, SPN (CD43), CCR10 and CCL22 (Fig 3C), representative of putative human B-1-like cells",exclude,B-1-like 细胞非任务目标细胞；CCL22 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,plasma cells,,human,PRDM1,PRDM1,exact,annotation_marker,positive,Results p.7,Absence of the expression of the transcription factor PRDM1 (Fig 3C) confirmed that our dataset does not contain any plasma cells,exclude,PRDM1 为浆细胞阳性标志，但本文数据无浆细胞且浆细胞非目标范围。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,myeloid cells,,human,CD68,CD68,exact,author_declared,positive,Results p.9,"Most myeloid cells, defined by their expression of CD68, were tissue-resident",exclude,髓系细胞非任务目标细胞；CD68 虽为作者定义 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,S100A12hi CD14+,human,S100A12,S100A12,exact,annotation_marker,positive,Results p.8-9,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",exclude,单核细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,S100A12hi CD14+,human,CD14,CD14,exact,annotation_marker,positive,Results p.8-9,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",exclude,单核细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,S100A12lo CD14+,human,S100A12,S100A12,exact,annotation_marker,negative,Results p.8-9,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",exclude,单核细胞非任务目标细胞；S100A12lo 为低/阴性定义，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,S100A12lo CD14+,human,CD14,CD14,exact,annotation_marker,positive,Results p.8-9,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",exclude,单核细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,duplicate_pool
DOI_10.1126_sciimmunol.adf9988,A_exclude,classical monocytes,,human,CD14,CD14,exact,author_declared,positive,Results p.8-9,"CD14, a marker gene of classical monocytes and macrophages (34), increased",exclude,经典单核细胞非任务目标细胞；CD14 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,,human,CD68,CD68,exact,author_declared,positive,Results p.9,"Most myeloid cells, defined by their expression of CD68, were tissue-resident",exclude,原文此处定义的是髓系细胞而非特异巨噬细胞；无论按哪种，均非目标范围。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,,human,CD206,MRC1,alias_resolved,author_declared,positive,Results p.11,"CD206, the macrophage mannose receptor, as a marker for macrophages",exclude,巨噬细胞非任务目标细胞；CD206 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,,human,CD14,CD14,exact,author_declared,positive,Results p.8-9,"CD14, a marker gene of classical monocytes and macrophages (34), increased",exclude,巨噬细胞非任务目标细胞；CD14 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,,human,CD14,CD14,exact,author_declared,positive,Results p.9,fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,exclude,间质巨噬细胞非任务目标细胞；CD14 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,,human,CD36,CD36,exact,author_declared,positive,Results p.9,fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,exclude,间质巨噬细胞非任务目标细胞；CD36 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,,human,MRC1,MRC1,exact,author_declared,positive,Results p.9,fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,exclude,间质巨噬细胞非任务目标细胞；MRC1 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,APOE+,human,APOE,APOE,exact,annotation_marker,positive,Results p.8-9,"maturing macrophage (MΦ) cell types (CXCL2+ macrophages, APOE+ macrophages, macrophages)",exclude,巨噬细胞亚群非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,CXCL2+,human,CXCL2,CXCL2,exact,annotation_marker,positive,Results p.8-9,"maturing macrophage (MΦ) cell types (CXCL2+ macrophages, APOE+ macrophages, macrophages)",exclude,巨噬细胞亚群非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,HSCs,,human,SMIM24,SMIM24,exact,annotation_marker,positive,Results p.9,"rare SMIM24+SPINK2+ cells, likely HSCs",exclude,HSC 非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,HSCs,,human,SPINK2,SPINK2,exact,annotation_marker,positive,Results p.9,"rare SMIM24+SPINK2+ cells, likely HSCs",exclude,HSC 非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,DC2 cells,,human,CD1C,CD1C,exact,author_declared,positive,Results p.11,utilizing CD1C as a marker for DC2 cells,exclude,DC2 细胞非任务目标细胞；CD1C 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,distal epithelial tip progenitors,,human,SOX9,SOX9,exact,annotation_marker,positive,Results p.9-10,the distal epithelial tips are composed of SOX9+ progenitors,exclude,远端上皮尖端祖细胞非任务目标细胞；非神经内分泌细胞。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,distal epithelial tip progenitors,,human,SOX2,SOX2,exact,author_declared,positive,Results p.10,we utilized SOX2 and SOX9 as markers to investigate the effects of our cytokine panel,exclude,远端上皮尖端祖细胞非任务目标细胞；SOX2 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,airway progenitors,,human,SOX9,SOX9,exact,annotation_marker,negative,Results p.10,to become SOX9-/SOX2+ airway progenitors,exclude,气道祖细胞非任务目标细胞；SOX9- 用于定义该群，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,airway progenitors,,human,SOX2,SOX2,exact,annotation_marker,positive,Results p.10,to become SOX9-/SOX2+ airway progenitors,exclude,气道祖细胞非任务目标细胞，范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,basal cells,,human,TP63,TP63,exact,author_declared,positive,Results p.10,TP63 and a non-significant increase in KRT5 (both markers of basal cells),exclude,基底细胞非任务目标细胞；TP63 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,basal cells,,human,KRT5,KRT5,exact,author_declared,positive,Results p.10,TP63 and a non-significant increase in KRT5 (both markers of basal cells),exclude,基底细胞非任务目标细胞；KRT5 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,,human,SCGB3A1,SCGB3A1,exact,author_declared,positive,Results p.10,"no effect on the expression of secretory cell markers such as SCGB3A1, SCGB3A2, MUC5AC",exclude,分泌细胞非任务目标细胞；SCGB3A1 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,,human,SCGB3A2,SCGB3A2,exact,author_declared,positive,Results p.10,"no effect on the expression of secretory cell markers such as SCGB3A1, SCGB3A2, MUC5AC",exclude,分泌细胞非任务目标细胞；SCGB3A2 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,,human,MUC5AC,MUC5AC,exact,author_declared,positive,Results p.10,"no effect on the expression of secretory cell markers such as SCGB3A1, SCGB3A2, MUC5AC",exclude,分泌细胞非任务目标细胞；MUC5AC 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,ciliated cells,,human,FOXJ1,FOXJ1,exact,author_declared,positive,Results p.10,or the ciliated cell marker FOXJ1,exclude,纤毛细胞非任务目标细胞；FOXJ1 虽为作者声明 marker，但范围不符。,True,13,1.0,True,True,pass
DOI_10.1126_sciimmunol.adf9988,A_exclude,perivascular IL-7+ mesenchymal progenitor cells,,mouse,IL-7,IL7,alias_resolved,reference_imported,positive,Discussion p.13,Extensive analysis in mouse bone marrow highlighted the role of perivascular IL-7+ mesenchymal progenitor cells and endothelial cells in supporting B cell development (51).,exclude,物种为 mouse 且细胞类型非任务目标；仅引述外部文献，非本文数据。,True,13,1.0,True,True,pass
